title,url,datetime,region,content,country,region_new,region_clean,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
"Tuesday’s Daily Brief: sexual violence in conflict, a malaria vaccine trial, updates on Libya, Ebola in DR Congo, Sri Lanka and Mali",https://news.un.org/en/story/2019/04/1037161,2019-04-23 12:00:00+00:00,Global,"Here are our top stories for this Tuesday: a focus on conflict-related sexual violence at the Security Council, a groundbreaking trial for a malaria vaccine in Malawi, thousands seeking shelter in Libya’s capital as fighting continues, concerns in the Democratic Republic of the Congo after the attack of an Ebola treatment centre, an update on the death toll of the Sri Lanka attacks, and the Security Council’s condemnation of the killing of peacekeepers in Mali.",CD,Africa,Global,486,0.252,0.748,0.0,-0.7506,0.3644949,0.6110637,0.024441341,negative,neutral
"Protect women’s rights ‘before, during and after conflict’ UN chief tells high-level Security Council debate",https://news.un.org/en/story/2019/04/1037151,2019-04-23 12:00:00+00:00,Global,"Over the course of the past decade, there has been “a paradigm shift” in understanding the devastating impact of sexual violence in conflict on international peace and security, UN Secretary-General António Guterres told the Security Council during a high-level debate on Tuesday.",Unknown,Unknown,Global,487,0.0,0.722,0.278,0.6124,0.11047914,0.845856,0.04366481,positive,neutral
"Libya: Thousands seek shelter in health clinics from Tripoli fighting, UN warns",https://news.un.org/en/story/2019/04/1037121,2019-04-23 12:00:00+00:00,Africa,"Nearly three weeks since fighting began near the Libyan capital Tripoli, the UN health agency warned on Tuesday that “large numbers” of people are sheltering in medical clinics, while civilians continue to be killed or injured, and refugees and migrants remain exposed to clashes.",Libya,Africa,Africa,488,0.281,0.719,0.0,-0.4404,0.38539034,0.5973879,0.017221695,negative,neutral
"UN, world leaders, condemn Sri Lanka terrorist attacks targeting churches, hotels, which leave more than 200 dead",https://news.un.org/en/story/2019/04/1037041,2019-04-21 12:00:00+00:00,Asia Pacific,"More than 200 have been killed and hundreds injured by a series of explosions inside churches and hotels in Sri Lanka, as Christians gathered for services to celebrate Easter. In a statement, UN chief António Guterres said he was ""outraged by the terror attacks"" and called for the perpetrators to be ""swiftly brought to justice"".",Sri Lanka,Asia Pacific,Asia Pacific,489,0.571,0.429,0.0,-0.9429,0.8792874,0.117254145,0.0034584103,negative,negative
"Killing of Egyptian peacekeeper in Mali ‘may constitute war crimes’ Guterres warns, urging ‘swift action’",https://news.un.org/en/story/2019/04/1037031,2019-04-20 12:00:00+00:00,Africa,"An improvised roadside mine which exploded hitting a UN peacekeeping convoy in Mali, killing one ‘blue helmet’ from Egypt, and wounding four others, may constitute a war crime, the UN Chief said on Saturday, as senior UN officials condemned the blast.",Mali,Africa,Africa,490,0.416,0.472,0.112,-0.7964,0.68489355,0.30754575,0.007560712,negative,negative
"UN condemns attack on Ebola treatment centre in DR Congo which left doctor dead, two others injured",https://news.un.org/en/story/2019/04/1037021,2019-04-19 12:00:00+00:00,Africa,"The UN has condemned an attack on an Ebola treatment centre in the Democratic Republic of the Congo on Friday, which led to the death of a doctor working for the World Health Organization (WHO), and injured two others.",CD,Africa,Africa,491,0.508,0.492,0.0,-0.9246,0.8803394,0.1160479,0.0036127178,negative,negative
"As fighting in Libya escalates, so does number of children ‘at imminent risk of injury or death’",https://news.un.org/en/story/2019/04/1036971,2019-04-18 12:00:00+00:00,Africa,"In and around Tripoli, an increasing number of children are “at imminent risk of injury or death” two senior United Nations officials warned on Thursday, citing a surge of aggression in crisis-torn Libya.",Libya,Africa,Africa,492,0.337,0.591,0.072,-0.7024,0.8892756,0.1068897,0.0038347023,negative,negative
"‘Foreign children’ in overwhelmed Syrian camp need urgent international help, says top UN official",https://news.un.org/en/story/2019/04/1036901,2019-04-18 12:00:00+00:00,,"Help is needed urgently from the international community to help some 2,500 apparently stateless “foreign children” at a camp for the displaced, in north-east Syria, a top UN official said on Thursday.",SY,Middle East,Middle East,493,0.0,0.571,0.429,0.6705,0.32796073,0.646045,0.025994245,positive,neutral
Service and Sacrifice: Ugandan 'Blue Helmets' support UN efforts to bring peace to Somalia,https://news.un.org/en/story/2019/04/1036871,2019-04-18 12:00:00+00:00,Africa,"A contingent of 530 Ugandan “Blue Helmets” (63 women, 467 men) is playing a crucial role in the United Nations’ efforts to help bring peace and stability to Somalia. They make up the United Nations Guard Unit (UNGU, that is tasked with protecting UN compounds in Mogadishu in order to assist the United Nations Assistance Mission in Somalia (UNSOM) and the United Nations Support Office in Somalia (UNSOS) to carry out their mandate.",Somalia,Africa,Africa,494,0.0,0.659,0.341,0.7351,0.05757484,0.81161976,0.13080534,positive,neutral
"Wednesday’s Daily Brief: Sudan, Libya, Yemen updates, solutions for e-waste, flood response in Iran, online security for children",https://news.un.org/en/story/2019/04/1036801,2019-04-17 12:00:00+00:00,Global,"At the top of the news agenda on Wednesday: updates on violence in Sudan’s Darfur and in Libya, how e-waste can become an employment opportunity, help for the 2 million affected by floods in Iran, and efforts to make the internet safer for children.",YE,Middle East,Global,495,0.0,0.796,0.204,0.4767,0.09811227,0.86303717,0.038850617,positive,neutral
Libya: Heavy shelling and civilian deaths ‘blatant violation’ of international law - UN envoy,https://news.un.org/en/story/2019/04/1036821,2019-04-17 12:00:00+00:00,Africa,"Heavy shelling overnight on Tuesday which hit a densely-populated neighbourhood of Libya’s capital, Tripoli, was condemned “in the strongest terms” by the head of the UN Mission there, after “scores” of civilians were reportedly killed and injured.",Libya,Africa,Africa,496,0.0,1.0,0.0,0.0,0.88064486,0.11586847,0.0034867334,neutral,negative
"Violence on the rise in Darfur following Sudan military takeover, but UN-AU peacekeeping mission maintains ‘robust posture’",https://news.un.org/en/story/2019/04/1036831,2019-04-17 12:00:00+00:00,Africa,"Security across the volatile Darfur region of Sudan has deteriorated since last week’s military takeover in Khartoum, the UN Security Council heard on Wednesday, but the peacekeeping mission in Darfur has “remained vigilant” in the face of rising violence.",Sudan,Africa,Africa,497,0.118,0.696,0.186,0.3506,0.68107945,0.3086299,0.010290645,positive,negative
UN Security Council condemns Taliban offensive as a blow against ‘sustainable peace’,https://news.un.org/en/story/2019/04/1036741,2019-04-16 12:00:00+00:00,Asia Pacific,"The United Nations Security Council has condemned the announcement by Taliban militants in Afghanistan of its spring offensive, saying it will result in more “unnecessary suffering and destruction for the Afghan people”.",Unknown,Unknown,Asia Pacific,498,0.377,0.479,0.144,-0.5994,0.62998176,0.36080933,0.009208886,negative,negative
"Monday’s Daily Brief: ‘Horror’ at Notre Dame fire disaster, Yemen still bleeding, measles now ‘global crisis’",https://news.un.org/en/story/2019/04/1036691,2019-04-15 12:00:00+00:00,Global,"Top news on Monday includes: UN chief expresses his horror over the huge blaze in Notre Dame; a deal over Hudaydah troop withdrawal beckons, but war intensifies; “global measles crisis” underway.",YE,Middle East,Global,499,0.317,0.683,0.0,-0.7579,0.7150656,0.2709399,0.013994507,negative,negative
"Plan for troop pullback ‘now accepted’ by rival forces around key Yemen port, but fighting intensifying elsewhere, Security Council warned",https://news.un.org/en/story/2019/04/1036671,2019-04-15 12:00:00+00:00,Middle East,"A plan to withdraw forces from front lines in and around the key Yemeni port of Hudaydah has been accepted by pro-Government forces and Houthi rebels, the UN Special Envoy to the country told the Security Council on Monday, warning however that war shows “no sign of abating” elsewhere.",YE,Middle East,Middle East,500,0.227,0.654,0.119,-0.4215,0.21659516,0.75970066,0.023704166,negative,neutral
From ‘dead on the inside’ to ‘truly alive’: Survivor of genocide against the Tutsi in Rwanda recounts her story as UN marks 25th anniversary,https://news.un.org/en/story/2019/04/1036591,2019-04-12 12:00:00+00:00,Africa,"“Miraculously I had no machete marks” a survivor of the Genocide against the Tutsi in Rwanda told a solemn United Nations event in New York on Friday, 25 years on, to remember the systematic killing of more than one million people, over less than three months.",Rwanda,Africa,Africa,501,0.0,0.902,0.098,0.3612,0.4990576,0.47924432,0.021698043,positive,negative
"Sudan military committed to ‘ensuring stability’ and ‘peaceful transition’ says senior diplomat, as UN rights chief appeals for protesters’ rights to be upheld",https://news.un.org/en/story/2019/04/1036571,2019-04-12 12:00:00+00:00,Africa,"Sudan’s military has an “overarching duty” to refrain from using violence against protesters and ensure that their human rights are protected amid concerns of a further escalation, UN High Commissioner for Human Rights Michelle Bachelet said on Friday.",Sudan,Africa,Africa,502,0.0,0.913,0.087,0.2732,0.07136431,0.8472674,0.08136835,positive,neutral
"Thursday's Daily Brief: Women in peacekeeping, the arrest of Sudan’s leader, updates on Libya, Nigeria and Syria",https://news.un.org/en/story/2019/04/1036541,2019-04-11 12:00:00+00:00,Global,"On Thursday, the Security Council looked at the key role played by women in the UN’s peacekeeping operations. Wikileaks founder Julian Assange could be exposed to “serious human rights violations”, following his arrest in the United Kingdom, according a UN independent human rights expert. Fighting continues to escalate in Tripoli, Libya, and in Idlib, Syria, and 10,000 conflict-affected people were forcibly relocated in Nigeria and are in dire need of humanitarian aid.",SY,Middle East,Global,503,0.118,0.735,0.147,0.1531,0.122552864,0.85348994,0.02395715,positive,neutral
"‘Democratic aspirations of the Sudanese people’ must be met urges Guterres, following military removal of al-Bashir from power",https://news.un.org/en/story/2019/04/1036551,2019-04-11 12:00:00+00:00,Africa,"UN chief António Guterres said on Thursday that the “democratic aspirations of the Sudanese people” need to be realized through “an appropriate and inclusive transition process”, following the overthrow and arrest of President Omar al-Bashir by order of the country’s new military governing council.",Unknown,Unknown,Africa,504,0.0,1.0,0.0,0.0,0.11728152,0.8181803,0.06453817,neutral,neutral
"Women must be at ‘centre of peacekeeping decision-making’, UN chief tells Security Council",https://news.un.org/en/story/2019/04/1036511,2019-04-11 12:00:00+00:00,Global,"Women’s rights, voices and participation must be at “the centre of peacekeeping decision-making”, United Nations Secretary-General António Guterres told the Security Council on Thursday, describing them as “central to sustainable solutions” to challenges facing the Organization worldwide.",Unknown,Unknown,Global,505,0.0,0.671,0.329,0.6597,0.086922616,0.87148845,0.041588973,positive,neutral
